timestamp,http_method,endpoint_path,status_code,response_time,ip_address,user_agent,request_headers,request_body,response_size,error_message,correlation_id,is_anomalous
2025-03-19T17:31:15.474391,POST,/api/auth/login,200,0.185,253.6.58.88,python-requests/2.25.1,"{""Accept"": ""application/json"", ""Content-Type"": ""application/json"", ""User-Agent"": ""PostmanRuntime/7.28.0"", ""Authorization"": ""Bearer 38cca96db3204c15a1c283a61e245189""}","{""username"": ""qdawson"", ""password"": ""password123""}",7939,,8bf9bc87-b912-4f00-9712-832090fe4663,False
2025-04-01T13:31:15.822359,POST,/api/auth/login,403,0.075,124.138.211.122,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36","{""Accept"": ""application/json"", ""Content-Type"": ""application/json"", ""User-Agent"": ""Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0 Mobile/15E148 Safari/604.1"", ""Authorization"": ""Bearer ddd023f3c01a493eaa1b16ae368ea90c""}","{""username"": ""charleserica""}",379,IP address blocked,ec32dced-a903-4960-ad1f-e728bed6192a,True
2025-04-08T10:31:15.858359,PUT,/api/orders,200,0.282,10.175.137.98,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36","{""Accept"": ""application/json"", ""Content-Type"": ""application/json"", ""User-Agent"": ""Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0 Mobile/15E148 Safari/604.1"", ""Authorization"": ""Bearer 30f1e083bd6b450dbfeb7b862c3f0578""}","{""product_id"": ""5acd0ec624e74b2086f3553dbe90149d"", ""quantity"": 8, ""shipping_address"": ""86518 Donald Inlet Suite 394\nMartinezchester, VI 12217""}",1572,,98627b39-288d-4e88-9c3d-4ac3a941aaf3,False
2025-03-17T13:31:15.843360,POST,/api/analytics,200,0.077,75.10.71.66,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0 Mobile/15E148 Safari/604.1","{""Accept"": ""application/json"", ""Content-Type"": ""application/json"", ""User-Agent"": ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36"", ""Authorization"": ""Bearer 33771629374045a7ab7962d05333bde1""}","{""params"": {""query"": ""Company radio play firm.""}}",1165,,87e9d4a7-7cb1-4166-b36f-6f4b46824488,False
2025-03-18T14:31:16.251358,DELETE,/api/analytics,200,0.111,13.63.105.237,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36","{""Accept"": ""application/json"", ""Content-Type"": ""application/json"", ""User-Agent"": ""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Safari/605.1.15"", ""Authorization"": ""Bearer 161176971d6543d7a8f2b7c93c1f751a""}","{""params"": {""query"": ""Reflect or prevent receive free serve audience.""}}",6823,,730dd24d-ed8a-4006-903f-dc84c47756c9,False
2025-04-12T12:37:03.307360,DELETE,/api/notifications,400,3.208,129.73.43.122,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36","{""Accept"": ""application/json"", ""Content-Type"": ""application/json"", ""User-Agent"": ""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36"", ""Authorization"": ""Bearer 89a10e5397674e11b8cdab1fdef3f279""}","{""params"": {""query"": ""Operation kid ability.""}}",302,Validation failed for input data,deab7931-e35e-497b-ac1e-f22afa2e1c9a,True
2025-03-30T09:31:16.196360,PUT,/api/analytics,200,0.259,21.115.58.115,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36","{""Accept"": ""application/json"", ""Content-Type"": ""application/json"", ""User-Agent"": ""Mozilla/5.0 (iPad; CPU OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0 Mobile/15E148 Safari/604.1"", ""Authorization"": ""Bearer 8a70e81a44d84ca8ad58c90b92798958""}","{""params"": {""query"": ""Language while keep indicate.""}}",6718,,f0ce7d97-8527-4406-8b99-5792933674a3,False
2025-04-08T05:57:49.292358,POST,/api/settings,204,0.076,252.184.111.158,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0 Mobile/15E148 Safari/604.1","{""Accept"": ""application/json"", ""Content-Type"": ""application/json"", ""User-Agent"": ""PostmanRuntime/7.28.0"", ""Authorization"": ""Bearer d96c3e7e9fee4c2892b26cccb6d3bc68""}","{""params"": {""query"": ""Enough against return imagine.""}}",5192,,4a2216c9-d21a-474a-ac62-a234dcab55fb,False
2025-03-19T10:32:47.304360,DELETE,/api/payments,422,8.798,178.207.186.139,"Mozilla/5.0 (iPad; CPU OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0 Mobile/15E148 Safari/604.1","{""Accept"": ""application/json"", ""Content-Type"": ""application/json"", ""User-Agent"": ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36"", ""Authorization"": ""Bearer d139b3c6e4084793b0d69c9a11a6c1db""}","{""order_id"": ""1811c7b5fc064bfd8d8754bcd1ab0853"", ""payment_method"": ""paypal"", ""amount"": ""not-a-number""}",179,Data validation failed,e50c2e41-4564-431d-970c-11e6d3a0343c,True
2025-04-12T02:21:04.282358,PATCH,/api/analytics,200,0.381,240.109.202.36,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36","{""Accept"": ""application/json"", ""Content-Type"": ""application/json"", ""User-Agent"": ""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Safari/605.1.15"", ""Authorization"": ""Bearer 0eda069382bb4f6ea9757b29e052a6b3""}","{""params"": {""query"": ""Involve during less various writer hold.""}}",4472,,3f156ef3-aa04-437d-91c9-c2f90ce765cb,False
2025-03-26T14:31:15.800359,PUT,/api/orders,200,0.129,121.233.132.225,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36","{""Accept"": ""application/json"", ""Content-Type"": ""application/json"", ""User-Agent"": ""Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0 Mobile/15E148 Safari/604.1"", ""Authorization"": ""Bearer f6452e8bd8a6459dbead47f2d41a2e45""}","{""product_id"": ""152e7d256e8a4b6bbd58a453fb5ebf09"", ""quantity"": 8, ""shipping_address"": ""0620 Jensen Mill\nHeatherport, FM 52478""}",2253,,5c35e2aa-c1a9-4777-8201-c4c3a097a2d4,False
2025-03-26T19:40:55.299359,PATCH,/api/notifications,204,0.429,117.63.243.226,"Mozilla/5.0 (iPad; CPU OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0 Mobile/15E148 Safari/604.1","{""Accept"": ""application/json"", ""Content-Type"": ""application/json"", ""User-Agent"": ""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Safari/605.1.15"", ""Authorization"": ""Bearer 5993b454aa8f430abc861f027dc85207""}","{""params"": {""query"": ""Bring three be wide investment culture real girl.""}}",4159,,c534580b-95e4-494c-95e3-9763d6f15f75,False
2025-03-23T12:31:15.670394,GET,/api/users,200,0.136,173.165.23.227,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36","{""Accept"": ""application/json"", ""Content-Type"": ""application/json"", ""User-Agent"": ""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Safari/605.1.15"", ""Authorization"": ""Bearer 65205a3566de41b9a0d732a8fd197949""}","{""name"": ""Taylor White"", ""email"": ""janevega@example.net"", ""role"": ""user""}",4752,,f746411f-33d5-4dff-addb-bee7454425b5,False
2025-03-31T13:44:29.278358,POST,/api/products,201,0.495,74.98.156.94,python-requests/2.25.1,"{""Accept"": ""application/json"", ""Content-Type"": ""application/json"", ""User-Agent"": ""PostmanRuntime/7.28.0"", ""Authorization"": ""Bearer 5cc93e8a82a1404d84948bb1a3341859""}","{""category"": ""clothing"", ""price_range"": ""26-526""}",922,,2110cc03-0cd7-4373-9f4e-fc4d217f7ed1,False
2025-04-04T16:14:41.255359,GET,/api/products,204,0.168,172.194.22.160,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0 Mobile/15E148 Safari/604.1","{""Accept"": ""application/json"", ""Content-Type"": ""application/json"", ""User-Agent"": ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36""}","{""category"": ""clothing"", ""price_range"": ""50-431""}",1399,,727f1f7d-5fa8-4d81-8f1e-d48e44883ef6,False
2025-04-06T22:31:15.856359,GET,/api/users,200,0.29,107.193.82.173,python-requests/2.25.1,"{""Accept"": ""application/json"", ""Content-Type"": ""application/json"", ""User-Agent"": ""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Safari/605.1.15"", ""Authorization"": ""Bearer d1367eb352b549b9ab4c3dddd0f0d3c5""}","{""name"": ""Kelly Smith"", ""email"": ""rachelwilliams@example.com"", ""role"": ""guest""}",728,,a30da968-7b77-49a8-93be-73255dc0ffe7,False
2025-04-06T10:31:16.353392,DELETE,/api/settings,200,0.221,137.160.106.153,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36","{""Accept"": ""application/json"", ""Content-Type"": ""application/json"", ""User-Agent"": ""Mozilla/5.0 (iPad; CPU OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0 Mobile/15E148 Safari/604.1"", ""Authorization"": ""Bearer b017db91b8fe46b5b2789eaf6bf3e159""}","{""params"": {""query"": ""Clearly into range six identify.""}}",6761,,28b9d8dd-7af7-4b7b-a16e-28ce0415ea06,False
2025-04-08T20:21:17.253360,POST,/api/auth/logout,200,0.077,73.226.98.61,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36","{""Accept"": ""application/json"", ""Content-Type"": ""application/json"", ""User-Agent"": ""Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0 Mobile/15E148 Safari/604.1"", ""Authorization"": ""Bearer 609b843e239f40fb828b12144d537ce8""}","{""params"": {""query"": ""Upon kid Democrat the here continue.""}}",7005,,78eedb65-91e6-4c30-b944-8f3b926c8ecc,False
2025-04-15T04:33:40.294359,GET,/api/users,201,0.099,7.251.185.32,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0 Mobile/15E148 Safari/604.1","{""Accept"": ""application/json"", ""Content-Type"": ""application/json"", ""User-Agent"": ""PostmanRuntime/7.28.0"", ""Authorization"": ""Bearer 238ebf176e334adfaa437464df715f85""}","{""name"": ""James Adams"", ""email"": ""christopher72@example.net"", ""role"": ""admin""}",7603,,cfeb1f9d-d793-4677-9c75-83a1a27b7e1d,False
2025-03-28T07:01:35.285359,GET,/api/orders,201,0.24,232.53.240.128,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36","{""Accept"": ""application/json"", ""Content-Type"": ""application/json"", ""User-Agent"": ""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Safari/605.1.15"", ""Authorization"": ""Bearer eb2a603015694e0e86f1422218d4d8a4""}","{""product_id"": ""f144e9a1f09b42b4b00229c2d8c80a71"", ""quantity"": 10, ""shipping_address"": ""USCGC Rice\nFPO AA 46478""}",5194,,dfe8fbba-e45e-4e10-aa9e-c8b081cecb17,False
2025-03-19T07:20:25.299359,POST,/api/auth/logout,201,0.487,216.115.150.54,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Safari/605.1.15","{""Accept"": ""application/json"", ""Content-Type"": ""application/json"", ""User-Agent"": ""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36"", ""Authorization"": ""Bearer 869081529fca429e83b9c7f48cf9f58a""}","{""params"": {""query"": ""Prepare determine would country fire draw.""}}",6817,,83e829e9-a114-42c0-813d-c1d3e81a00cf,False
2025-03-19T04:08:41.274360,GET,/api/shipping,204,0.343,57.191.202.56,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0 Mobile/15E148 Safari/604.1","{""Accept"": ""application/json"", ""Content-Type"": ""application/json"", ""User-Agent"": ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36"", ""Authorization"": ""Bearer 884b89076bd341f1a9179fe16d70c4d0""}","{""params"": {""query"": ""City newspaper day place political sing dream.""}}",6141,,0ca1f566-13ab-418a-a1e7-0984c9a613d3,False
2025-03-16T18:20:03.252360,POST,/api/auth/login,201,0.376,49.177.176.153,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Safari/605.1.15","{""Accept"": ""application/json"", ""Content-Type"": ""application/json"", ""User-Agent"": ""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36"", ""Authorization"": ""Bearer c56c0bf242874072bdfe16bade85c86b""}","{""username"": ""thomaskayla"", ""password"": ""password123""}",6739,,988888e4-d0c9-4b51-9831-a4c87548f9d1,False
2025-04-03T04:35:33.257359,GET,/api/shipping,504,3.812,123.112.195.184,python-requests/2.25.1,"{""Accept"": ""application/json"", ""Content-Type"": ""application/json"", ""User-Agent"": ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36"", ""Authorization"": ""Bearer 6c5ebdecc9a7406595117cc9c59b1f01""}","{""params"": {""query"": ""Each simply clear quickly call writer.""}}",362,Request timed out,622eaa12-2d9f-46aa-b2c9-888a13694fc7,False
2025-03-24T07:40:00.284358,DELETE,/api/settings,200,0.116,38.72.200.25,python-requests/2.25.1,"{""Accept"": ""application/json"", ""Content-Type"": ""application/json"", ""User-Agent"": ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36"", ""Authorization"": ""Bearer abcfbdafbb214c3e8c7c2289dd15832f""}","{""params"": {""query"": ""Travel their one.""}}",6562,,d5803231-8614-4893-8a8b-f378b8762d09,False
2025-03-20T06:26:43.248358,POST,/api/auth/login,201,0.146,147.130.155.67,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Safari/605.1.15","{""Accept"": ""application/json"", ""Content-Type"": ""application/json"", ""User-Agent"": ""python-requests/2.25.1"", ""Authorization"": ""Bearer 9f1a34a55dcb4eb59f4f8ff83a38e2d7""}","{""username"": ""grahamcrystal"", ""password"": ""password123""}",1595,,7877f272-eeea-4e55-be1c-f59b3080ced6,False
2025-03-23T07:10:52.292358,GET,/api/shipping,204,0.079,34.113.151.202,PostmanRuntime/7.28.0,"{""Accept"": ""application/json"", ""Content-Type"": ""application/json"", ""User-Agent"": ""python-requests/2.25.1"", ""Authorization"": ""Bearer 2f88156561ae4fd7a1bff2aa1fb91def""}","{""params"": {""query"": ""Brother himself I much likely culture.""}}",4368,,481c672a-7861-452c-a60b-573cd41e5581,False
2025-04-14T17:55:12.298359,POST,/api/auth/logout,201,0.256,194.165.157.123,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Safari/605.1.15","{""Accept"": ""application/json"", ""Content-Type"": ""application/json"", ""User-Agent"": ""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36"", ""Authorization"": ""Bearer e06ec73112d7468d8474a577cb41d4e1""}","{""params"": {""query"": ""Ask science across food maybe.""}}",1914,,4e72f6a3-d416-461f-bc9b-7e5b38e879a8,False
2025-04-15T04:26:19.272358,PUT,/api/notifications,201,0.197,116.237.81.69,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36","{""Accept"": ""application/json"", ""Content-Type"": ""application/json"", ""User-Agent"": ""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Safari/605.1.15"", ""Authorization"": ""Bearer 1caa5c54bced4cd19aa4223fb5802d05""}","{""params"": {""query"": ""Fund product answer decade prepare.""}}",5042,,9055be88-c5f7-4ed8-b9d7-4602c84f4720,False
2025-04-06T01:48:01.306358,POST,/api/orders,503,1.756,231.36.177.25,python-requests/2.25.1,"{""Accept"": ""application/json"", ""Content-Type"": ""application/json"", ""User-Agent"": ""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Safari/605.1.15"", ""Authorization"": ""Bearer be3b01257e2a41789e9b27563cc2cc85""}","{""product_id"": ""invalid-id"", ""quantity"": -5, ""shipping_address"": ""626 Walker Point\nWest Michaelborough, WA 26756""}",745,Service is down for maintenance,735d5b11-79b6-44b1-91de-b5351985a79d,True
2025-03-17T04:31:16.281360,GET,/api/analytics,200,0.09,100.108.211.193,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0 Mobile/15E148 Safari/604.1","{""Accept"": ""application/json"", ""Content-Type"": ""application/json"", ""User-Agent"": ""PostmanRuntime/7.28.0"", ""Authorization"": ""Bearer 5ac06d6a3bbf444abe05579e792df0f3""}","{""params"": {""query"": ""Two however section resource.""}}",5000,,398f4db6-4cc4-4905-beee-41706bc891e8,False
2025-03-30T14:20:03.290360,DELETE,/api/settings,204,0.06,78.15.186.225,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0 Mobile/15E148 Safari/604.1","{""Accept"": ""application/json"", ""Content-Type"": ""application/json"", ""User-Agent"": ""Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0 Mobile/15E148 Safari/604.1"", ""Authorization"": ""Bearer ac817c8c6f7f4ea4adb9b8bf2f91148a""}","{""params"": {""query"": ""Campaign shoulder between fire all religious above.""}}",2538,,b63eb52f-d714-4257-8622-a0810b7499d8,False
2025-04-16T00:34:35.262358,PUT,/api/settings,201,0.267,103.245.174.2,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0 Mobile/15E148 Safari/604.1","{""Accept"": ""application/json"", ""Content-Type"": ""application/json"", ""User-Agent"": ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36"", ""Authorization"": ""Bearer fa488d223e064f31b471c2026d3bfb55""}","{""params"": {""query"": ""Our year again early individual wall prepare.""}}",7104,,9f10c147-0faa-4a60-860c-d7d928af1e56,False
2025-04-01T08:32:21.283357,GET,/api/products,201,0.166,1.215.120.49,PostmanRuntime/7.28.0,"{""Accept"": ""application/json"", ""Content-Type"": ""application/json"", ""User-Agent"": ""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Safari/605.1.15""}","{""category"": ""electronics"", ""price_range"": ""10-642""}",4792,,961bc335-0f2e-4cba-a30e-2d89948e05f4,False
